handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded
@BoskoObradovic,Бошко Обрадовић,2022-02-25T19:49:58.000Z,"Држава Србија мора да заштити своје грађане на Косову и Метохији. У супротном, испоставиће се као тачно оно што годинама тврдимо, да се Вучићева власт и званично одрекла Косова и Метохије.",kosovo,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2022-02-25T20:58:40.000Z,"Патриотски блок је додатно проширен и ојачан! Наш тим покрива све кључне друштвене области - од борбе против корупције, преко здравства и породичне политике до економског и еколошког патриотизма и борбе за очување Косова и Метохије у саставу Србије.",kosovo,sr,0.4,0.8,0.5,1.0
@DostaJeBilo,ДЈБ - Суверенисти,2022-03-03T15:01:24.000Z,"Србија апсолутно не треба да призна Косово, и не треба да им дозволи столицу у УН, већ да донесе закон о КиМ који смо ми предложили, а који и бивша и садашња власт избегавају да изгласају, рекао је @SasaRadulovich у емисији „Прави угао“ на РТВ.",kosovo,sr,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-03-02T20:52:45.000Z,"Какви год притисци ЕУ су у питању, Србија је морала да буде уздржана. Ако је власт у Србији овим потезом ослабила позицију Србије у одбрани Косова и Метохије, то јој историја и народ неће опростити.",kosovo,sr,0.2,0.6,0.0,0.5
@SPDveri,ДВЕРИ,2022-02-25T18:26:38.000Z,"Патриотски блок је додатно проширен и ојачан! Наш тим покрива све кључне друштвене области - од борбе против корупције, преко здравства и породичне политике до економског и еколошког патриотизма и борбе за очување Косова и Метохије у саставу Србије.",kosovo,sr,0.3,0.8,0.5,1.0
@DraganDjilas,Dragan Djilas,2021-02-19T21:30:34.000Z,"However, the ongoing trials, as well as the number of Serbs who have left Kosovo for the last few decades testify to the way your leaders treated Serbs. There is no future for the Western Balkans until everyone is ready to admit the crimes committed by their own people.",kosovo,en,0.3,-0.5,0.5,-0.5
@ZdravkoPonos,Здравко Понош,2022-02-24T12:46:58.000Z,Ниједна демократски изабрана власт у Србији неће признати независност Косова.,kosovo,sr,0.3,0.5,0.5,0.5
@MarinikaTepic,Marinika Tepić,2019-12-24T12:51:21.000Z,"Vučiću, sipaj sad istinu brzinom munje:
1.Da li je tvoj Ivica Dačić zloupotrebio sl.položaj kada je pribavljao novac za otpriznavanje Kosova od privrednika i trgovaca oružjem?
2.I od tvog S.Tešića uzeo preko milion evra u kešu?
3.U nekim prilikama uz šefa kab.Nikolu Nedeljkovića?",kosovo,und,0.1,-0.4,0.0,-0.5
@WhistlerDick,Sergej Trifunović,2020-03-11T15:57:48.000Z,"Dragan J. Vučićević. 
Naoko, samo mešanac hijene i francuskog buldoga. Unutra, raspalo plaćeničko smeće. Fabrikuju se ratovi na Kosovu svako malo, ali kad udari virus onda nas šalje u šoping. 
Ne znam kako spavaš smrade, ali znam gde ćeš da spavaš. Dugo, dugo.",kosovo,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2020-05-13T22:09:56.000Z,"“Sine, ako ti je istina jedini argument u životu, najebo si.”
Jedna baba sa Kosova, 
autorka rečenice:
“Dobar čovek, siroma plav.”",kosovo,und,0.1,-1,0.0,-1.0
@BorkoStef,Borko Stefanović,2020-03-05T13:18:34.000Z,Kome on priča o izdaji Kosova? #bojkot,kosovo,und,0.1,-0.3,0.0,-0.5
@BorkoStef,Borko Stefanović,2020-09-30T11:40:07.000Z,Danas sam dobio Dragana J. Vučićevića na sudu za objavljenu laž  da sam postavio granicu na Kosovu. Ovo je prvostepena presuda. Sve ćete laži pojesti.,kosovo,und,0.1,-0.3,0.0,-0.5
@StrankaNarodna,Narodna stranka,2021-11-17T14:44:03.000Z,Juna 11. je vlast glasala da Albanija postane članica Saveta bezbednosti Ujedinjenih nacija i tako dala mogućnost Albaniji da lobira za nezavisnost Kosova.@JovanovicStefan,kosovo,und,-0.2,-0.7,0.0,-0.5
@SlobodaIPravda,Stranka slobode i pravde,2021-10-13T16:17:10.000Z," @BorkoStef - Srpska lista da napusti Vladu Kosova!

Pozivamo međunarodnu zajednicu i KFOR da zaštite Srbe na KiM od nasilja i represije koju je danas spovela Kurtijeva vlast.

Cela KZN https://IPravde/videos/300777798190571/…",kosovo,und,-0.5,0,-0.5,0.0
@MarinikaTepic,Marinika Tepić,2018-06-08T20:17:46.000Z,"Da li mi se slučajno čini da su američki državni tužilac, kosovski specijalni i i drugi iz regiona čavrljali pre neki dan sa našom Zagorkom Dolovac i o upletenosti Andreja Vučića u kriminal na balkanskim rutama?

Čim je počela ova kampanja za relativizaciju njegovih nedela, liči.",kosovo,und,0.1,-0.4,0.0,-0.5
@MarinikaTepic,Marinika Tepić,2021-06-04T18:09:07.000Z,"Pošto je upropastio sve čega se dotakao, Vučiću bi sada bila zgodna podrška ili bar ćutanje opozicije da ""završi"" Kosovo. Da svi budu odgovorni.
Kao i za Rio Tinto.

Oko toga se sad lome koplja.

Sloboda medija, vladavina prava i te ""trice"" su na repu.

Moraćemo sami.
I možemo!",kosovo,und,0.1,-0.4,0.0,-0.5
@DraganDjilas,Dragan Djilas,2020-06-04T18:36:08.000Z,"Vidim da smo opet napravili sjajan kompromis na Kosovu: pristali smo da prekinemo kampanju povlačenja priznanja, a oni su pristali da iz koalicionog sporazuma izbace ZSO. Jel to sad 6:0 za nas?",kosovo,und,0.3,-0.5,0.5,-0.5
@jeremic_vuk,Vuk Jeremić,2021-02-01T18:46:22.000Z,"1. februar 2021. godine će u istoriji naše diplomatije ostati zapamćen po tome što je Izrael uspostavio diplomatske odnose sa Prištinom, a srpski predsednik obećao francuskom stolicu “Kosova” u UN.

Poniženje za poniženjem.

Stidećemo se što smo ovome bili savremenici.",kosovo,und,0,-0.2,0.0,0.0
@StrankaNarodna,Narodna stranka,2020-12-11T15:39:06.000Z," U ponedeljak elektroenergetski sistem na severu Kosova i Metohije prelazi u sastav zajedničkog elektroenergetskog sistema Kosova i Albanije! 

Zašto vlast predaje deo po deo suverenosti Srbije nad Kosovom i Metohijom?!  @jeremic_vuk",kosovo,und,-0.2,-0.7,0.0,-0.5
@MarinikaTepic,Marinika Tepić,2018-11-20T13:03:23.000Z,"Bratovluk... Kumovluk...
Neprimanjem Kosova u Interpol, nisu spašeni najviši državni generali, već najviši državni brat Andrej Vučić i kumovi.
Za sad.
Koliko li će nas ovo koštati?!
I 'koštati'.",kosovo,und,0.1,-0.4,0.0,-0.5
@BorkoStef,Borko Stefanović,2019-01-11T16:02:53.000Z,"Organizatori protesta traže od Vučića da predstavi plan za Kosovo, ako ga ima. Narodu, a ne drugarima iz Prištine i Londona. http://Organizatori-protesta-traze-od-Vucica-da-predstavi-plan-za-Kosovo-ako-ga-ima.html…",kosovo,und,0.1,-0.3,0.0,-0.5
@jeremic_vuk,Vuk Jeremić,2020-01-29T22:05:46.000Z,"Španija zbog “Kosova” preti bojkotom Samita u Zagrebu.

Za razliku od Španije, Srbija nema problema da “Kosovo” tamo bude predstavljeno kao država.

Srpska vlast samo glumi u domaćim medijima, dok pravi bespovratne diplomatske presedane na našu štetu.http://Spanija-zbog-Kosova-preti-bojkotom-Samita-u-Zagrebu.html…",kosovo,und,0,-0.2,0.0,0.0
@jeremic_vuk,Vuk Jeremić,2019-06-03T10:50:04.000Z,"Ovaj čovek je 2013. na moj lični poziv govorio u plenumu UN na specijalnoj debati o kulturi, rame uz rame sa direktorom Metropoliten muzeja u Njujorku.

Spavao je kod mene u stanu.

Pričali smo tada o politici, kovao me je u zvezde, pre svega zbog Kosova.",kosovo,und,0,-0.2,0.0,0.0
@DraganDjilas,Dragan Djilas,2018-07-15T10:06:09.000Z,"O Djukanovicevom tvitu i sramotnom ćutanju njegovog predsednika piše i španska Marka. Sad će Vučić da izjavi da su ti iz Marke lopovi koji su sve opljačkali, da sakupljaju poene na Đokoviću, da su španski izdajnici koji se zalažu za priznanje Kosova...",kosovo,und,0.3,-0.5,0.5,-0.5
